user_id,timestamp,decision_timestamp,decision,proximal_outcome_timestamp,proximal_outcome,step_count
user_5,2022-06-01T20:35:00-05:00,2022-06-01 20:00:00,1,2022-06-01 20:30:00,8,4
user_6,2022-06-01T09:05:00-05:00,2022-06-01 08:30:00,1,2022-06-01 09:00:00,62,219
user_6,2022-06-01T12:35:00-05:00,2022-06-01 12:00:00,1,2022-06-01 12:30:00,11,9
user_6,2022-06-01T15:35:00-05:00,2022-06-01 15:00:00,0,2022-06-01 15:30:00,51,355
user_6,2022-06-01T18:05:00-05:00,2022-06-01 17:30:00,1,2022-06-01 18:00:00,15,38
user_6,2022-06-01T20:35:00-05:00,2022-06-01 20:00:00,1,2022-06-01 20:30:00,60,398
user_7,2022-06-01T09:05:00-05:00,2022-06-01 08:30:00,1,2022-06-01 09:00:00,8,5
user_7,2022-06-01T12:35:00-05:00,2022-06-01 12:00:00,0,2022-06-01 12:30:00,19,23
user_7,2022-06-01T15:35:00-05:00,2022-06-01 15:00:00,0,2022-06-01 15:30:00,10,5
user_7,2022-06-01T18:05:00-05:00,2022-06-01 17:30:00,1,2022-06-01 18:00:00,5,1
user_7,2022-06-01T20:35:00-05:00,2022-06-01 20:00:00,1,2022-06-01 20:30:00,8,5
user_8,2022-06-01T09:05:00-05:00,2022-06-01 08:30:00,0,2022-06-01 09:00:00,52,415
user_8,2022-06-01T12:35:00-05:00,2022-06-01 12:00:00,0,2022-06-01 12:30:00,44,331
user_8,2022-06-01T15:35:00-05:00,2022-06-01 15:00:00,0,2022-06-01 15:30:00,48,174
user_8,2022-06-01T18:05:00-05:00,2022-06-01 17:30:00,1,2022-06-01 18:00:00,13,8
user_8,2022-06-01T20:35:00-05:00,2022-06-01 20:00:00,0,2022-06-01 20:30:00,25,85
user_9,2022-06-01T09:05:00-05:00,2022-06-01 08:30:00,1,2022-06-01 09:00:00,50,158
user_9,2022-06-01T12:35:00-05:00,2022-06-01 12:00:00,1,2022-06-01 12:30:00,17,19
user_9,2022-06-01T15:35:00-05:00,2022-06-01 15:00:00,1,2022-06-01 15:30:00,0,0
user_9,2022-06-01T18:05:00-05:00,2022-06-01 17:30:00,1,2022-06-01 18:00:00,72,401
user_9,2022-06-01T20:35:00-05:00,2022-06-01 20:00:00,1,2022-06-01 20:30:00,5,1
user_0,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,0,2022-06-02 09:00:00,5,1
user_0,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,1,2022-06-02 12:30:00,8,3
user_0,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,0,2022-06-02 15:30:00,3,1
user_0,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,1,2022-06-02 18:00:00,7,3
user_0,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,1,2022-06-02 20:30:00,28,246
user_1,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,0,2022-06-02 09:00:00,61,396
user_1,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,1,2022-06-02 12:30:00,63,264
user_1,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,1,2022-06-02 15:30:00,59,369
user_1,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,1,2022-06-02 18:00:00,4,1
user_1,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,1,2022-06-02 20:30:00,19,43
user_2,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,1,2022-06-02 09:00:00,6,1
user_2,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,0,2022-06-02 12:30:00,50,356
user_2,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,1,2022-06-02 15:30:00,11,4
user_2,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,1,2022-06-02 18:00:00,68,776
user_2,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,1,2022-06-02 20:30:00,11,5
user_3,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,0,2022-06-02 09:00:00,21,45
user_3,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,1,2022-06-02 12:30:00,13,17
user_3,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,1,2022-06-02 15:30:00,13,18
user_3,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,1,2022-06-02 18:00:00,10,4
user_3,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,1,2022-06-02 20:30:00,0,0
user_4,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,0,2022-06-02 09:00:00,10,7
user_4,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,0,2022-06-02 12:30:00,34,76
user_4,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,0,2022-06-02 15:30:00,53,392
user_4,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,0,2022-06-02 18:00:00,49,471
user_4,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,1,2022-06-02 20:30:00,18,29
user_5,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,1,2022-06-02 09:00:00,41,85
user_5,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,0,2022-06-02 12:30:00,56,467
user_5,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,1,2022-06-02 15:30:00,0,0
user_5,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,1,2022-06-02 18:00:00,0,0
user_5,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,1,2022-06-02 20:30:00,37,232
user_6,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,1,2022-06-02 09:00:00,85,287
user_6,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,1,2022-06-02 12:30:00,3,1
user_6,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,1,2022-06-02 15:30:00,43,97
user_6,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,1,2022-06-02 18:00:00,9,4
user_6,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,0,2022-06-02 20:30:00,9,9
user_7,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,0,2022-06-02 09:00:00,7,6
user_7,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,0,2022-06-02 12:30:00,12,12
user_7,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,1,2022-06-02 15:30:00,18,23
user_7,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,0,2022-06-02 18:00:00,65,898
user_7,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,0,2022-06-02 20:30:00,39,190
user_8,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,1,2022-06-02 09:00:00,0,0
user_8,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,1,2022-06-02 12:30:00,0,0
user_8,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,0,2022-06-02 15:30:00,27,195
user_8,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,1,2022-06-02 18:00:00,9,3
user_8,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,1,2022-06-02 20:30:00,22,63
user_9,2022-06-02T09:05:00-05:00,2022-06-02 08:30:00,1,2022-06-02 09:00:00,7,3
user_9,2022-06-02T12:35:00-05:00,2022-06-02 12:00:00,1,2022-06-02 12:30:00,24,28
user_9,2022-06-02T15:35:00-05:00,2022-06-02 15:00:00,0,2022-06-02 15:30:00,5,1
user_9,2022-06-02T18:05:00-05:00,2022-06-02 17:30:00,1,2022-06-02 18:00:00,7,2
user_9,2022-06-02T20:35:00-05:00,2022-06-02 20:00:00,1,2022-06-02 20:30:00,4,1
user_0,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,0,2022-06-03 09:00:00,3,1
user_0,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,0,2022-06-03 12:30:00,6,2
user_0,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,1,2022-06-03 15:30:00,53,624
user_0,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,0,2022-06-03 18:00:00,8,8
user_0,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,0,2022-06-03 20:30:00,33,155
user_1,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,0,2022-06-03 09:00:00,10,10
user_1,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,1,2022-06-03 12:30:00,7,3
user_1,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,1,2022-06-03 15:30:00,4,1
user_1,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,1,2022-06-03 18:00:00,18,22
user_1,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,1,2022-06-03 20:30:00,18,29
user_2,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,1,2022-06-03 09:00:00,20,10
user_2,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,1,2022-06-03 12:30:00,37,84
user_2,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,0,2022-06-03 15:30:00,43,336
user_2,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,0,2022-06-03 18:00:00,38,237
user_2,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,1,2022-06-03 20:30:00,7,2
user_3,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,0,2022-06-03 09:00:00,48,436
user_3,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,0,2022-06-03 12:30:00,63,452
user_3,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,0,2022-06-03 15:30:00,82,694
user_3,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,0,2022-06-03 18:00:00,0,0
user_3,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,1,2022-06-03 20:30:00,25,66
user_4,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,1,2022-06-03 09:00:00,38,165
user_4,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,1,2022-06-03 12:30:00,11,10
user_4,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,0,2022-06-03 15:30:00,6,3
user_4,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,1,2022-06-03 18:00:00,35,135
user_4,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,0,2022-06-03 20:30:00,53,302
user_5,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,0,2022-06-03 09:00:00,17,12
user_5,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,0,2022-06-03 12:30:00,0,0
user_5,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,0,2022-06-03 15:30:00,4,1
user_5,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,1,2022-06-03 18:00:00,38,185
user_5,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,1,2022-06-03 20:30:00,86,911
user_6,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,0,2022-06-03 09:00:00,62,277
user_6,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,0,2022-06-03 12:30:00,5,2
user_6,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,1,2022-06-03 15:30:00,48,295
user_6,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,1,2022-06-03 18:00:00,23,34
user_6,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,0,2022-06-03 20:30:00,18,34
user_7,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,1,2022-06-03 09:00:00,7,2
user_7,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,1,2022-06-03 12:30:00,35,181
user_7,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,0,2022-06-03 15:30:00,9,3
user_7,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,0,2022-06-03 18:00:00,46,163
user_7,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,1,2022-06-03 20:30:00,25,51
user_8,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,1,2022-06-03 09:00:00,23,64
user_8,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,0,2022-06-03 12:30:00,13,16
user_8,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,1,2022-06-03 15:30:00,53,488
user_8,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,1,2022-06-03 18:00:00,55,553
user_8,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,0,2022-06-03 20:30:00,46,277
user_9,2022-06-03T09:05:00-05:00,2022-06-03 08:30:00,1,2022-06-03 09:00:00,22,26
user_9,2022-06-03T12:35:00-05:00,2022-06-03 12:00:00,0,2022-06-03 12:30:00,5,2
user_9,2022-06-03T15:35:00-05:00,2022-06-03 15:00:00,0,2022-06-03 15:30:00,12,12
user_9,2022-06-03T18:05:00-05:00,2022-06-03 17:30:00,1,2022-06-03 18:00:00,4,1
user_9,2022-06-03T20:35:00-05:00,2022-06-03 20:00:00,1,2022-06-03 20:30:00,8,4
user_0,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,0,2022-06-04 09:00:00,86,422
user_0,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,0,2022-06-04 12:30:00,7,3
user_0,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,0,2022-06-04 15:30:00,9,6
user_0,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,0,2022-06-04 18:00:00,10,5
user_0,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,1,2022-06-04 20:30:00,37,67
user_1,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,0,2022-06-04 09:00:00,11,10
user_1,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,1,2022-06-04 12:30:00,7,6
user_1,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,1,2022-06-04 15:30:00,9,6
user_1,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,0,2022-06-04 18:00:00,29,224
user_1,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,1,2022-06-04 20:30:00,8,2
user_2,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,0,2022-06-04 09:00:00,33,100
user_2,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,0,2022-06-04 12:30:00,18,20
user_2,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,1,2022-06-04 15:30:00,0,0
user_2,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,1,2022-06-04 18:00:00,10,5
user_2,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,1,2022-06-04 20:30:00,7,2
user_3,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,1,2022-06-04 09:00:00,11,6
user_3,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,0,2022-06-04 12:30:00,10,11
user_3,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,0,2022-06-04 15:30:00,0,0
user_3,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,1,2022-06-04 18:00:00,12,15
user_3,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,0,2022-06-04 20:30:00,27,106
user_4,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,1,2022-06-04 09:00:00,23,38
user_4,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,1,2022-06-04 12:30:00,24,106
user_4,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,0,2022-06-04 15:30:00,42,179
user_4,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,0,2022-06-04 18:00:00,53,372
user_4,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,0,2022-06-04 20:30:00,35,54
user_5,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,1,2022-06-04 09:00:00,17,12
user_5,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,0,2022-06-04 12:30:00,14,22
user_5,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,1,2022-06-04 15:30:00,5,2
user_5,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,1,2022-06-04 18:00:00,52,132
user_5,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,0,2022-06-04 20:30:00,22,61
user_6,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,0,2022-06-04 09:00:00,61,921
user_6,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,0,2022-06-04 12:30:00,7,7
user_6,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,0,2022-06-04 15:30:00,18,34
user_6,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,0,2022-06-04 18:00:00,48,631
user_6,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,1,2022-06-04 20:30:00,12,5
user_7,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,1,2022-06-04 09:00:00,7,3
user_7,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,0,2022-06-04 12:30:00,8,4
user_7,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,1,2022-06-04 15:30:00,16,22
user_7,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,0,2022-06-04 18:00:00,44,214
user_7,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,1,2022-06-04 20:30:00,16,14
user_8,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,0,2022-06-04 09:00:00,8,6
user_8,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,0,2022-06-04 12:30:00,5,1
user_8,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,1,2022-06-04 15:30:00,44,357
user_8,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,1,2022-06-04 18:00:00,13,8
user_8,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,0,2022-06-04 20:30:00,13,20
user_9,2022-06-04T09:05:00-05:00,2022-06-04 08:30:00,0,2022-06-04 09:00:00,3,1
user_9,2022-06-04T12:35:00-05:00,2022-06-04 12:00:00,1,2022-06-04 12:30:00,0,0
user_9,2022-06-04T15:35:00-05:00,2022-06-04 15:00:00,1,2022-06-04 15:30:00,10,5
user_9,2022-06-04T18:05:00-05:00,2022-06-04 17:30:00,1,2022-06-04 18:00:00,57,434
user_9,2022-06-04T20:35:00-05:00,2022-06-04 20:00:00,0,2022-06-04 20:30:00,0,0
user_0,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,0,2022-06-05 09:00:00,6,2
user_0,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,1,2022-06-05 12:30:00,63,280
user_0,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,0,2022-06-05 15:30:00,13,30
user_0,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,1,2022-06-05 18:00:00,17,19
user_0,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,1,2022-06-05 20:30:00,9,3
user_1,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,1,2022-06-05 09:00:00,13,7
user_1,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,1,2022-06-05 12:30:00,8,3
user_1,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,0,2022-06-05 15:30:00,5,2
user_1,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,1,2022-06-05 18:00:00,5,1
user_1,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,0,2022-06-05 20:30:00,11,9
user_2,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,1,2022-06-05 09:00:00,0,0
user_2,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,1,2022-06-05 12:30:00,11,5
user_2,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,0,2022-06-05 15:30:00,7,3
user_2,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,0,2022-06-05 18:00:00,28,81
user_2,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,0,2022-06-05 20:30:00,13,18
user_3,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,1,2022-06-05 09:00:00,27,33
user_3,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,0,2022-06-05 12:30:00,27,63
user_3,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,1,2022-06-05 15:30:00,11,8
user_3,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,0,2022-06-05 18:00:00,0,0
user_3,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,0,2022-06-05 20:30:00,5,1
user_4,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,1,2022-06-05 09:00:00,8,2
user_4,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,1,2022-06-05 12:30:00,0,0
user_4,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,1,2022-06-05 15:30:00,0,0
user_4,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,1,2022-06-05 18:00:00,21,23
user_4,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,0,2022-06-05 20:30:00,54,687
user_5,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,1,2022-06-05 09:00:00,38,135
user_5,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,0,2022-06-05 12:30:00,61,351
user_5,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,0,2022-06-05 15:30:00,11,14
user_5,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,1,2022-06-05 18:00:00,8,6
user_5,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,1,2022-06-05 20:30:00,30,48
user_6,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,1,2022-06-05 09:00:00,62,824
user_6,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,0,2022-06-05 12:30:00,40,144
user_6,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,1,2022-06-05 15:30:00,54,316
user_6,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,1,2022-06-05 18:00:00,7,4
user_6,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,0,2022-06-05 20:30:00,41,182
user_7,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,1,2022-06-05 09:00:00,21,24
user_7,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,1,2022-06-05 12:30:00,68,731
user_7,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,0,2022-06-05 15:30:00,20,55
user_7,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,0,2022-06-05 18:00:00,15,25
user_7,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,0,2022-06-05 20:30:00,43,171
user_8,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,1,2022-06-05 09:00:00,11,7
user_8,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,1,2022-06-05 12:30:00,9,5
user_8,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,1,2022-06-05 15:30:00,61,459
user_8,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,0,2022-06-05 18:00:00,6,3
user_8,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,1,2022-06-05 20:30:00,8,3
user_9,2022-06-05T09:05:00-05:00,2022-06-05 08:30:00,0,2022-06-05 09:00:00,9,7
user_9,2022-06-05T12:35:00-05:00,2022-06-05 12:00:00,0,2022-06-05 12:30:00,9,8
user_9,2022-06-05T15:35:00-05:00,2022-06-05 15:00:00,1,2022-06-05 15:30:00,31,87
user_9,2022-06-05T18:05:00-05:00,2022-06-05 17:30:00,1,2022-06-05 18:00:00,24,23
user_9,2022-06-05T20:35:00-05:00,2022-06-05 20:00:00,0,2022-06-05 20:30:00,10,9
user_0,2022-06-06T09:05:00-05:00,2022-06-06 08:30:00,0,2022-06-06 09:00:00,19,18
user_0,2022-06-06T12:35:00-05:00,2022-06-06 12:00:00,0,2022-06-06 12:30:00,63,576
user_0,2022-06-06T15:35:00-05:00,2022-06-06 15:00:00,1,2022-06-06 15:30:00,65,266
user_0,2022-06-06T18:05:00-05:00,2022-06-06 17:30:00,0,2022-06-06 18:00:00,25,145
user_0,2022-06-06T20:35:00-05:00,2022-06-06 20:00:00,1,2022-06-06 20:30:00,11,11
user_1,2022-06-06T09:05:00-05:00,2022-06-06 08:30:00,0,2022-06-06 09:00:00,29,74
user_1,2022-06-06T12:35:00-05:00,2022-06-06 12:00:00,1,2022-06-06 12:30:00,78,726
user_1,2022-06-06T15:35:00-05:00,2022-06-06 15:00:00,1,2022-06-06 15:30:00,16,16
user_1,2022-06-06T18:05:00-05:00,2022-06-06 17:30:00,1,2022-06-06 18:00:00,42,80
user_1,2022-06-06T20:35:00-05:00,2022-06-06 20:00:00,0,2022-06-06 20:30:00,91,829
user_2,2022-06-06T09:05:00-05:00,2022-06-06 08:30:00,0,2022-06-06 09:00:00,41,418
user_2,2022-06-06T12:35:00-05:00,2022-06-06 12:00:00,1,2022-06-06 12:30:00,16,20
